CURRENCY,CODE,IS_RATE,BS_RATE,DATE,SOURCE,CREATED_BY,INGESTION_TS
Guyana Dollar,GYD,0.006693,0.006693,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Hong Kong Dollar,HKD,0.178898,0.178898,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Haitian Gourde,HTG,0.01075,0.01075,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Hungarian Forint,HUF,0.004427,0.004427,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Indonesian Rupiah,IDR,0.000078,0.000078,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Israeli Shekel,ILS,0.458126,0.458126,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Indian Rupees,INR,0.014703,0.014703,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Jamaican Dollar,JMD,0.008863,0.008863,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Jordan Dinar,JOD,1.978631,1.978631,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Japanese Yen,JPY,0.00881,0.00881,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Kenya Shilling,KES,0.010858,0.010858,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Cambodia Riel,KHR,0.000347,0.000347,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
South Korean Won,KRW,0.000984,0.000984,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Kuwait Dinar,KWD,4.534099,4.534099,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Cayman Island Dollar,KYD,1.710794,1.710794,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Sri Lanka Rupee,LKR,0.004179,0.004179,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Myanmar Kyat,MMK,0.000666,0.000666,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Macau Pataca,MOP,0.173688,0.173688,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Mexican Peso,MXN,0.080854,0.080854,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Malaysian Ringgit,MYR,0.343289,0.343289,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Norwegian Krone,NOK,0.147914,0.147914,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
New Zealand Dollar,NZD,0.824385,0.824385,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Panamanian Balboa,PAB,1.402849,1.402849,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Philippine Peso,PHP,0.022915,0.022915,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Polish Zloty,PLN,0.374753,0.374753,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Romanian Leu,RON,0.307683,0.307683,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Swedish Krona,SEK,0.147049,0.147049,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Singapore Dollar,SGD,1.092733,1.092733,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Suriname Dollar,SRD,0.037211,0.037211,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Thai Baht,THB,0.042011,0.042011,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Trinidad and Tobago Dollar,TTD,0.206841,0.206841,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
New Taiwan Dollar,TWD,0.043406,0.043406,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Tanzanian Shilling,TZS,0.000531,0.000531,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Uganda Shilling,UGX,0.000375,0.000375,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
U.S.Dollar,USD,1.402849,1.402849,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Uruguayan Peso,UYU,0.034875,0.034875,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Vietnamese Dong,VND,0.000053,0.000053,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
East Caribbean Dollar,XCD,0.519574,0.519574,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
South African Rand,ZAR,0.084758,0.084758,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Zambian Kwacha,ZMW,0.074647,0.074647,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Zimbabwe Gold,ZWG,0.051795,0.051795,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
United Arab Emirates Dirham,AED,0.375063,0.375063,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Netherlands Antilles Guilder,ANG,0.769581,0.769581,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Argentine Peso,ARS,0.000975,0.000975,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Australian Dollar,AUD,0.991147,0.991147,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Barbados Dollar,BBD,0.688775,0.688775,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Bermuda Dollar,BMD,1.377551,1.377551,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Brunei Dollar,BND,1.080135,1.080135,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Brazilian Real,BRL,0.27234,0.27234,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Bahamian Dollar,BSD,1.377551,1.377551,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Belize Dollar,BZD,0.688775,0.688775,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Swiss Franc,CHF,1.763037,1.763037,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Chilean Peso,CLP,0.001548,0.001548,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Chinese Renminbi (Offshore),CNH,0.203736,0.203736,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Chinese Yuan Renminbi,CNY,0.203522,0.203522,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Columbian Peso,COP,0.000376,0.000376,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Cuban Peso,CUP,0.057398,0.057398,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Czech Koruna,CZK,0.066177,0.066177,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Danish Krone,DKK,0.215098,0.215098,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Dominican Republic Peso,DOP,0.023424,0.023424,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Egyptian Pound,EGP,0.02638,0.02638,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
European Monetary Unit,EUR,1.607531,1.607531,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Pound Sterling,GBP,1.856869,1.856869,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Guyana Dollar,GYD,0.006598,0.006598,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Hong Kong Dollar,HKD,0.175766,0.175766,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Haitian Gourde,HTG,0.010547,0.010547,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Hungarian Forint,HUF,0.00454,0.00454,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Indonesian Rupiah,IDR,0.000077,0.000077,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Israeli Shekel,ILS,0.491377,0.491377,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Indian Rupees,INR,0.014501,0.014501,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Jamaican Dollar,JMD,0.008746,0.008746,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Jordan Dinar,JOD,1.942947,1.942947,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Japanese Yen,JPY,0.008653,0.008653,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Kenya Shilling,KES,0.010642,0.010642,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Cambodia Riel,KHR,0.000343,0.000343,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
South Korean Won,KRW,0.000914,0.000914,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Kuwait Dinar,KWD,4.45232,4.45232,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Cayman Island Dollar,KYD,1.679938,1.679938,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Sri Lanka Rupee,LKR,0.004181,0.004181,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Myanmar Kyat,MMK,0.000657,0.000657,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Macau Pataca,MOP,0.170647,0.170647,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Mexican Peso,MXN,0.079439,0.079439,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Malaysian Ringgit,MYR,0.347428,0.347428,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Norwegian Krone,NOK,0.149163,0.149163,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
New Zealand Dollar,NZD,0.824739,0.824739,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Panamanian Balboa,PAB,1.377551,1.377551,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Philippine Peso,PHP,0.022364,0.022364,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Polish Zloty,PLN,0.38035,0.38035,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Romanian Leu,RON,0.306,0.306,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Swedish Krona,SEK,0.149194,0.149194,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Singapore Dollar,SGD,1.080135,1.080135,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Suriname Dollar,SRD,0.037046,0.037046,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Thai Baht,THB,0.042328,0.042328,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Trinidad and Tobago Dollar,TTD,0.203893,0.203893,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
New Taiwan Dollar,TWD,0.043975,0.043975,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Tanzanian Shilling,TZS,0.000526,0.000526,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Uganda Shilling,UGX,0.000365,0.000365,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
U.S.Dollar,USD,1.377551,1.377551,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Uruguayan Peso,UYU,0.034314,0.034314,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Vietnamese Dong,VND,0.000052,0.000052,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
East Caribbean Dollar,XCD,0.510204,0.510204,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
South African Rand,ZAR,0.08506,0.08506,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Zambian Kwacha,ZMW,0.075173,0.075173,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
Zimbabwe Gold,ZWG,0.052091,0.052091,31-May-26,IFS Web @ Column<'current_date()'>,ADB,2026-05-30T09:08:38.394474Z
United Arab Emirates Dirham,AED,0.37343,0.379917,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Netherlands Antilles Guilder,ANG,0.766264,0.779637,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Argentine Peso,ARS,0.000967,0.001009,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Australian Dollar,AUD,0.95261,0.955812,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Barbados Dollar,BBD,0.685805,0.697775,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Bermuda Dollar,BMD,1.371612,1.395551,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Brunei Dollar,BND,1.074932,1.081696,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Brazilian Real,BRL,0.260792,0.267247,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Bahamian Dollar,BSD,1.371612,1.395551,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Belize Dollar,BZD,0.685805,0.697775,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Swiss Franc,CHF,1.750115,1.736732,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Chilean Peso,CLP,0.001547,0.001495,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Chinese Renminbi (Offshore),CNH,0.198138,0.202057,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Chinese Yuan Renminbi,CNY,0.198062,0.202014,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Columbian Peso,COP,0.000371,0.000381,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Cuban Peso,CUP,0.05715,0.058148,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Czech Koruna,CZK,0.065977,0.065453,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Danish Krone,DKK,0.214819,0.215183,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Dominican Republic Peso,DOP,0.022197,0.023294,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Egyptian Pound,EGP,0.028077,0.025569,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
European Monetary Unit,EUR,1.604863,1.607952,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Pound Sterling,GBP,1.848121,1.840312,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Guyana Dollar,GYD,0.006557,0.006657,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Hong Kong Dollar,HKD,0.175553,0.177999,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Haitian Gourde,HTG,0.010489,0.010674,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Hungarian Forint,HUF,0.004179,0.004164,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Indonesian Rupiah,IDR,0.000081,0.000082,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Israeli Shekel,ILS,0.439624,0.441979,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Indian Rupees,INR,0.014987,0.014713,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Jamaican Dollar,JMD,0.008736,0.008861,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Jordan Dinar,JOD,1.935247,1.968337,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Japanese Yen,JPY,0.008743,0.008772,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Kenya Shilling,KES,0.01062,0.010739,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Cambodia Riel,KHR,0.000341,0.000348,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
South Korean Won,KRW,0.000936,0.000911,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Kuwait Dinar,KWD,4.464226,4.507591,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Cayman Island Dollar,KYD,1.672697,1.70189,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Sri Lanka Rupee,LKR,0.004419,0.004425,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Myanmar Kyat,MMK,0.000652,0.000663,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Macau Pataca,MOP,0.17044,0.172815,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Mexican Peso,MXN,0.078087,0.077352,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Malaysian Ringgit,MYR,0.345872,0.344665,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Norwegian Krone,NOK,0.140931,0.143266,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
New Zealand Dollar,NZD,0.808398,0.796092,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Panamanian Balboa,PAB,1.371612,1.395551,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Philippine Peso,PHP,0.023243,0.022972,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Polish Zloty,PLN,0.378952,0.374338,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Romanian Leu,RON,0.315075,0.315343,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Swedish Krona,SEK,0.150049,0.146495,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Singapore Dollar,SGD,1.074932,1.081696,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Suriname Dollar,SRD,0.036241,0.037314,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Thai Baht,THB,0.043383,0.042315,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Trinidad and Tobago Dollar,TTD,0.203333,0.206371,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
New Taiwan Dollar,TWD,0.043361,0.043652,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Tanzanian Shilling,TZS,0.000536,0.000538,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Uganda Shilling,UGX,0.000378,0.000371,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
U.S.Dollar,USD,1.371612,1.395551,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Uruguayan Peso,UYU,0.035081,0.034335,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Vietnamese Dong,VND,0.000052,0.000053,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
East Caribbean Dollar,XCD,0.508004,0.51687,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
South African Rand,ZAR,0.083845,0.081528,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Zambian Kwacha,ZMW,0.070556,0.072888,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
Zimbabwe Gold,ZWG,0.053226,0.054034,31-Mar-26,IFS Web @ 2026-04-01,ADB,2026-04-01T10:01:20.486341Z
United Arab Emirates Dirham,AED,0.370579,0.370579,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Netherlands Antilles Guilder,ANG,0.760391,0.760391,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Argentine Peso,ARS,0.000987,0.000987,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Australian Dollar,AUD,0.978563,0.978563,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Barbados Dollar,BBD,0.68055,0.68055,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Bermuda Dollar,BMD,1.3611,1.3611,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Brunei Dollar,BND,1.068745,1.068745,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Brazilian Real,BRL,0.273182,0.273182,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Bahamian Dollar,BSD,1.3611,1.3611,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Belize Dollar,BZD,0.68055,0.68055,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Swiss Franc,CHF,1.740426,1.740426,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Chilean Peso,CLP,0.001507,0.001507,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Chinese Renminbi (Offshore),CNH,0.199214,0.199214,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Chinese Yuan Renminbi,CNY,0.199176,0.199176,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Columbian Peso,COP,0.000375,0.000375,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Cuban Peso,CUP,0.056713,0.056713,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Czech Koruna,CZK,0.065519,0.065519,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Danish Krone,DKK,0.21367,0.21367,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Dominican Republic Peso,DOP,0.022924,0.022924,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Egyptian Pound,EGP,0.025384,0.025384,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
European Monetary Unit,EUR,1.596638,1.596638,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Pound Sterling,GBP,1.849533,1.849533,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Guyana Dollar,GYD,0.006493,0.006493,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Hong Kong Dollar,HKD,0.173748,0.173748,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Haitian Gourde,HTG,0.01043,0.01043,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Hungarian Forint,HUF,0.00438,0.00438,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Indonesian Rupiah,IDR,0.000079,0.000079,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Israeli Shekel,ILS,0.461054,0.461054,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Indian Rupees,INR,0.01434,0.01434,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Jamaican Dollar,JMD,0.008659,0.008659,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Jordan Dinar,JOD,1.919747,1.919747,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Japanese Yen,JPY,0.008686,0.008686,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Kenya Shilling,KES,0.010539,0.010539,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Cambodia Riel,KHR,0.000339,0.000339,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
South Korean Won,KRW,0.000918,0.000918,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Kuwait Dinar,KWD,4.426346,4.426346,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
